game_play,game_key,play_id,view,start_time,end_time,snap_time
58257_001078,58257,1078,Sideline,2020-11-22T21:44:57.372Z,2020-11-22T21:45:09.376Z,2020-11-22T21:45:02.372Z
58257_003529,58257,3529,Endzone,2020-11-22T23:32:42.951Z,2020-11-22T23:32:55.355Z,2020-11-22T23:32:47.951Z
58257_003529,58257,3529,Sideline,2020-11-22T23:32:42.951Z,2020-11-22T23:32:55.355Z,2020-11-22T23:32:47.951Z
58260_001249,58260,1249,Endzone,2020-10-20T01:02:35.146Z,2020-10-20T01:02:46.916Z,2020-10-20T01:02:40.146Z
58260_001249,58260,1249,Sideline,2020-10-20T01:02:35.146Z,2020-10-20T01:02:46.916Z,2020-10-20T01:02:40.146Z
58261_000085,58261,85,Endzone,2020-10-23T00:23:36.613Z,2020-10-23T00:23:49.184Z,2020-10-23T00:23:41.613Z
58261_000085,58261,85,Sideline,2020-10-23T00:23:36.613Z,2020-10-23T00:23:49.184Z,2020-10-23T00:23:41.613Z
58261_002636,58261,2636,Endzone,2020-10-23T02:24:26.477Z,2020-10-23T02:24:37.280Z,2020-10-23T02:24:31.477Z
58261_002636,58261,2636,Sideline,2020-10-23T02:24:26.477Z,2020-10-23T02:24:37.280Z,2020-10-23T02:24:31.477Z
58266_000095,58266,95,Endzone,2020-11-15T21:07:16.247Z,2020-11-15T21:07:28.835Z,2020-11-15T21:07:21.247Z
58266_000095,58266,95,Sideline,2020-11-15T21:07:16.247Z,2020-11-15T21:07:28.835Z,2020-11-15T21:07:21.247Z
58267_001152,58267,1152,Endzone,2020-10-25T17:49:23.367Z,2020-10-25T17:49:37.340Z,2020-10-25T17:49:28.367Z
58267_001152,58267,1152,Sideline,2020-10-25T17:49:23.367Z,2020-10-25T17:49:37.340Z,2020-10-25T17:49:28.367Z
58270_002527,58270,2527,Endzone,2020-10-26T02:17:27.250Z,2020-10-26T02:17:40.050Z,2020-10-26T02:17:32.250Z
58270_002527,58270,2527,Sideline,2020-10-26T02:17:27.250Z,2020-10-26T02:17:40.050Z,2020-10-26T02:17:32.250Z
58273_003282,58273,3282,Endzone,2020-10-25T22:34:42.647Z,2020-10-25T22:35:00.224Z,2020-10-25T22:34:47.647Z
58273_003282,58273,3282,Sideline,2020-10-25T22:34:42.647Z,2020-10-25T22:35:00.224Z,2020-10-25T22:34:47.647Z
58273_003586,58273,3586,Endzone,2020-10-25T22:43:32.077Z,2020-10-25T22:43:43.279Z,2020-10-25T22:43:37.077Z
58273_003586,58273,3586,Sideline,2020-10-25T22:43:32.077Z,2020-10-25T22:43:43.279Z,2020-10-25T22:43:37.077Z
58274_001016,58274,1016,Endzone,2020-10-27T00:54:25.041Z,2020-10-27T00:54:36.945Z,2020-10-27T00:54:30.041Z
58274_001016,58274,1016,Sideline,2020-10-27T00:54:25.041Z,2020-10-27T00:54:36.945Z,2020-10-27T00:54:30.041Z
58279_002309,58279,2309,Endzone,2020-11-01T19:49:24.618Z,2020-11-01T19:49:37.857Z,2020-11-01T19:49:29.618Z
58279_002309,58279,2309,Sideline,2020-11-01T19:49:24.618Z,2020-11-01T19:49:37.857Z,2020-11-01T19:49:29.618Z
58281_000692,58281,692,Endzone,2020-11-01T18:25:32.972Z,2020-11-01T18:25:46.244Z,2020-11-01T18:25:37.972Z
58281_000692,58281,692,Sideline,2020-11-01T18:25:32.972Z,2020-11-01T18:25:46.244Z,2020-11-01T18:25:37.972Z
58281_002521,58281,2521,Endzone,2020-11-01T19:57:54.147Z,2020-11-01T19:58:07.052Z,2020-11-01T19:57:59.147Z
58281_002521,58281,2521,Sideline,2020-11-01T19:57:54.147Z,2020-11-01T19:58:07.052Z,2020-11-01T19:57:59.147Z
58282_000120,58282,120,Endzone,2020-11-01T18:05:32.403Z,2020-11-01T18:05:43.773Z,2020-11-01T18:05:37.403Z
58282_000120,58282,120,Sideline,2020-11-01T18:05:32.403Z,2020-11-01T18:05:43.773Z,2020-11-01T18:05:37.403Z
58282_001429,58282,1429,Endzone,2020-11-01T19:06:18.115Z,2020-11-01T19:06:30.887Z,2020-11-01T19:06:23.115Z
58282_001429,58282,1429,Sideline,2020-11-01T19:06:18.115Z,2020-11-01T19:06:30.887Z,2020-11-01T19:06:23.115Z
58282_004520,58282,4520,Endzone,2020-11-01T21:21:54.185Z,2020-11-01T21:22:08.291Z,2020-11-01T21:21:59.185Z
58282_004520,58282,4520,Sideline,2020-11-01T21:21:54.185Z,2020-11-01T21:22:08.291Z,2020-11-01T21:21:59.185Z
58284_002768,58284,2768,Endzone,2020-11-01T23:29:29.091Z,2020-11-01T23:29:40.966Z,2020-11-01T23:29:34.091Z
58284_002768,58284,2768,Sideline,2020-11-01T23:29:29.091Z,2020-11-01T23:29:40.966Z,2020-11-01T23:29:34.091Z
58285_004176,58285,4176,Endzone,2020-11-02T00:22:19.351Z,2020-11-02T00:22:31.321Z,2020-11-02T00:22:24.351Z
58285_004176,58285,4176,Sideline,2020-11-02T00:22:19.351Z,2020-11-02T00:22:31.321Z,2020-11-02T00:22:24.351Z
58290_000442,58290,442,Endzone,2020-11-08T18:18:48.305Z,2020-11-08T18:19:02.978Z,2020-11-08T18:18:53.305Z
58290_000442,58290,442,Sideline,2020-11-08T18:18:48.305Z,2020-11-08T18:19:02.978Z,2020-11-08T18:18:53.305Z
58291_001043,58291,1043,Endzone,2020-11-08T18:51:27.077Z,2020-11-08T18:51:41.783Z,2020-11-08T18:51:32.077Z
58291_001043,58291,1043,Sideline,2020-11-08T18:51:27.077Z,2020-11-08T18:51:41.783Z,2020-11-08T18:51:32.077Z
58291_001415,58291,1415,Endzone,2020-11-08T19:08:38.918Z,2020-11-08T19:08:52.038Z,2020-11-08T19:08:43.918Z
58291_001415,58291,1415,Sideline,2020-11-08T19:08:38.918Z,2020-11-08T19:08:52.038Z,2020-11-08T19:08:43.918Z
58293_000319,58293,319,Endzone,2020-11-08T18:11:00.799Z,2020-11-08T18:11:12.970Z,2020-11-08T18:11:05.799Z
58293_000319,58293,319,Sideline,2020-11-08T18:11:00.799Z,2020-11-08T18:11:12.970Z,2020-11-08T18:11:05.799Z
58295_003441,58295,3441,Endzone,2020-11-08T20:41:43.643Z,2020-11-08T20:41:55.719Z,2020-11-08T20:41:48.643Z
58295_003441,58295,3441,Sideline,2020-11-08T20:41:43.643Z,2020-11-08T20:41:55.719Z,2020-11-08T20:41:48.643Z
58297_002555,58297,2555,Endzone,2020-11-08T23:07:03.480Z,2020-11-08T23:07:16.152Z,2020-11-08T23:07:08.480Z
58297_002555,58297,2555,Sideline,2020-11-08T23:07:03.480Z,2020-11-08T23:07:16.152Z,2020-11-08T23:07:08.480Z
58301_000419,58301,419,Endzone,2020-11-10T01:29:47.702Z,2020-11-10T01:30:01.608Z,2020-11-10T01:29:52.702Z
58301_000419,58301,419,Sideline,2020-11-10T01:29:47.702Z,2020-11-10T01:30:01.608Z,2020-11-10T01:29:52.702Z
58301_000786,58301,786,Endzone,2020-11-10T01:48:12.574Z,2020-11-10T01:48:25.178Z,2020-11-10T01:48:17.574Z
58301_000786,58301,786,Sideline,2020-11-10T01:48:12.574Z,2020-11-10T01:48:25.178Z,2020-11-10T01:48:17.574Z
58301_002369,58301,2369,Endzone,2020-11-10T03:00:47.595Z,2020-11-10T03:00:58.432Z,2020-11-10T03:00:52.595Z
58301_002369,58301,2369,Sideline,2020-11-10T03:00:47.595Z,2020-11-10T03:00:58.432Z,2020-11-10T03:00:52.595Z
58301_002557,58301,2557,Endzone,2020-11-10T03:09:22.744Z,2020-11-10T03:09:34.581Z,2020-11-10T03:09:27.744Z
58301_002557,58301,2557,Sideline,2020-11-10T03:09:22.744Z,2020-11-10T03:09:34.581Z,2020-11-10T03:09:27.744Z
58301_003176,58301,3176,Endzone,2020-11-10T03:37:43.078Z,2020-11-10T03:37:58.452Z,2020-11-10T03:37:48.078Z
58301_003176,58301,3176,Sideline,2020-11-10T03:37:43.078Z,2020-11-10T03:37:58.452Z,2020-11-10T03:37:48.078Z
58302_003012,58302,3012,Endzone,2020-11-13T03:37:40.056Z,2020-11-13T03:37:52.694Z,2020-11-13T03:37:45.056Z
58302_003012,58302,3012,Sideline,2020-11-13T03:37:40.056Z,2020-11-13T03:37:52.694Z,2020-11-13T03:37:45.056Z
58302_004013,58302,4013,Endzone,2020-11-13T04:18:51.194Z,2020-11-13T04:19:02.298Z,2020-11-13T04:18:56.194Z
58302_004013,58302,4013,Sideline,2020-11-13T04:18:51.194Z,2020-11-13T04:19:02.298Z,2020-11-13T04:18:56.194Z
58306_002362,58306,2362,Endzone,2020-11-15T19:59:14.632Z,2020-11-15T19:59:26.102Z,2020-11-15T19:59:19.632Z
58306_002362,58306,2362,Sideline,2020-11-15T19:59:14.632Z,2020-11-15T19:59:26.102Z,2020-11-15T19:59:19.632Z
58308_000965,58308,965,Endzone,2020-11-15T22:07:00.167Z,2020-11-15T22:07:15.174Z,2020-11-15T22:07:05.167Z
